order_id,product_id,quantity,unit_price,discount
ORD017020,PROD0197,3,774.0,0.05
ORD003305,PROD0141,2,526.7,0.15
ORD005874,PROD0083,5,1558.0,0.2
ORD016869,PROD0121,1,1762.91,0.2
ORD001972,PROD0017,1,5213.81,0.2
ORD013003,PROD0069,3,6450.78,0.15
ORD011949,PROD0233,4,865.79,0.1
ORD012702,PROD0040,2,5448.94,0.0
ORD000219,PROD0046,2,423.5,0.05
ORD004440,PROD0059,2,3884.69,0.15
ORD005575,PROD0125,5,1338.46,0.15
ORD005402,PROD0103,4,814.61,0.15
ORD011100,PROD0174,4,1681.39,0.0
ORD014163,PROD0279,2,1760.62,0.05
ORD000555,PROD0259,2,272.42,0.05
ORD010891,PROD0115,1,1198.13,0.1
ORD013770,PROD0228,3,1012.55,0.05
ORD012376,PROD0098,4,1788.67,0.05
ORD005920,PROD0108,4,1195.6,0.2
ORD006917,PROD0271,5,1034.8,0.1
ORD011719,PROD0161,2,1467.22,0.0
ORD002263,PROD0016,5,2382.58,0.1
ORD003618,PROD0027,5,5305.88,0.15
ORD015657,PROD0140,1,4498.4,0.2
ORD004239,PROD0222,1,803.44,0.1
ORD005362,PROD0224,4,4037.97,0.0
ORD003130,PROD0169,1,2484.01,0.0
ORD011046,PROD0127,5,1166.2,0.0
ORD006195,PROD0111,1,843.13,0.1
ORD010803,PROD0024,1,3557.69,0.05
ORD006398,PROD0226,3,322.28,0.2
ORD010747,PROD0042,5,5997.9,0.15
ORD012689,PROD0086,2,1292.77,0.1
ORD007623,PROD0081,2,2207.21,0.0
ORD006914,PROD0243,5,4498.92,0.1
ORD012496,PROD0239,4,3878.85,0.0
ORD010596,PROD0079,4,1557.75,0.2
ORD007508,PROD0064,2,706.46,0.05
ORD015941,PROD0078,3,1498.55,0.1
ORD011230,PROD0065,4,298.49,0.15
ORD008092,PROD0273,3,1884.45,0.0
ORD003427,PROD0165,1,1341.44,0.0
ORD002142,PROD0183,3,606.73,0.0
ORD013677,PROD0206,1,512.36,0.0
ORD006745,PROD0244,3,1140.3,0.0
ORD013206,PROD0144,2,1097.89,0.1
ORD010387,PROD0214,2,285.7,0.2
ORD007022,PROD0213,1,475.42,0.15
ORD002066,PROD0227,5,663.99,0.2
ORD013677,PROD0270,2,546.81,0.05
ORD006395,PROD0217,1,748.27,0.2
ORD009545,PROD0244,5,1140.3,0.0
ORD004098,PROD0270,4,546.81,0.15
ORD011647,PROD0111,4,843.13,0.15
ORD000031,PROD0109,2,315.2,0.1
ORD005371,PROD0166,2,655.43,0.0
ORD005238,PROD0247,2,1013.19,0.05
ORD008045,PROD0243,2,4498.92,0.0
ORD000359,PROD0273,2,1884.45,0.15
ORD012583,PROD0053,4,499.98,0.1
ORD008574,PROD0090,1,1416.42,0.2
ORD015442,PROD0255,4,2724.93,0.1
ORD012585,PROD0296,4,605.83,0.05
ORD012479,PROD0115,5,1198.13,0.05
ORD011146,PROD0191,2,425.27,0.15
ORD007532,PROD0283,4,1585.65,0.0
ORD017038,PROD0153,4,192.77,0.0
ORD013826,PROD0011,4,569.66,0.1
ORD008554,PROD0196,4,624.67,0.05
ORD008221,PROD0269,4,528.68,0.1
ORD000757,PROD0288,4,1099.87,0.05
ORD012647,PROD0148,5,2479.32,0.1
ORD001572,PROD0017,3,5213.81,0.05
ORD008939,PROD0023,1,529.99,0.0
ORD009667,PROD0086,4,1292.77,0.0
ORD010593,PROD0086,5,1292.77,0.05
ORD011222,PROD0011,4,569.66,0.2
ORD005880,PROD0194,2,2044.13,0.0
ORD008605,PROD0094,3,1585.84,0.0
ORD001249,PROD0165,2,1341.44,0.1
ORD008098,PROD0160,3,2652.37,0.2
ORD012550,PROD0161,3,1467.22,0.15
ORD010333,PROD0043,2,950.69,0.05
ORD004724,PROD0180,4,374.36,0.05
ORD000721,PROD0249,3,4012.64,0.0
ORD001872,PROD0114,5,983.9,0.05
ORD004987,PROD0098,3,1788.67,0.0
ORD000926,PROD0184,2,734.18,0.05
ORD011836,PROD0269,5,528.68,0.2
ORD013134,PROD0116,1,435.35,0.05
ORD013781,PROD0013,3,2230.9,0.2
ORD008137,PROD0181,4,218.55,0.05
ORD008938,PROD0225,3,670.12,0.05
ORD013545,PROD0111,5,843.13,0.1
ORD010527,PROD0017,5,5213.81,0.05
ORD002108,PROD0050,4,138.33,0.05
ORD009942,PROD0256,1,895.23,0.15
ORD012609,PROD0040,4,5448.94,0.15
ORD011995,PROD0043,3,950.69,0.1
ORD010317,PROD0080,5,1973.58,0.1
ORD017483,PROD0179,1,608.27,0.15
ORD015690,PROD0024,2,3557.69,0.15
ORD011033,PROD0276,5,1150.97,0.2
ORD001784,PROD0014,5,596.75,0.2
ORD012352,PROD0129,2,2715.49,0.2
ORD005118,PROD0086,2,1292.77,0.2
ORD004628,PROD0245,4,258.37,0.15
ORD009472,PROD0181,3,218.55,0.1
ORD014063,PROD0229,2,251.37,0.05
ORD014831,PROD0209,4,4636.93,0.1
ORD003997,PROD0158,1,1130.19,0.2
ORD001076,PROD0104,1,917.71,0.15
ORD014955,PROD0199,1,919.06,0.15
ORD002237,PROD0020,5,2005.81,0.05
ORD004709,PROD0188,4,5555.06,0.15
ORD001247,PROD0289,3,1376.41,0.05
ORD003161,PROD0076,2,1911.33,0.15
ORD017594,PROD0271,2,1034.8,0.15
ORD000273,PROD0057,5,1480.61,0.0
ORD014486,PROD0015,4,768.6,0.1
ORD007458,PROD0148,1,2479.32,0.1
ORD010366,PROD0209,2,4636.93,0.1
ORD002334,PROD0298,1,392.05,0.05
ORD017906,PROD0110,1,2045.64,0.15
ORD015028,PROD0216,4,2535.43,0.1
ORD017038,PROD0015,4,768.6,0.0
ORD007749,PROD0275,5,1740.08,0.05
ORD001973,PROD0141,3,526.7,0.15
ORD015553,PROD0161,5,1467.22,0.0
ORD008456,PROD0116,2,435.35,0.1
ORD009912,PROD0135,2,1098.25,0.15
ORD008209,PROD0044,5,2277.54,0.15
ORD004344,PROD0274,4,356.93,0.1
ORD012556,PROD0234,2,1884.98,0.0
ORD004605,PROD0238,4,1179.28,0.2
ORD005762,PROD0162,5,377.71,0.05
ORD013079,PROD0085,5,2361.96,0.05
ORD001321,PROD0030,2,1536.54,0.05
ORD011927,PROD0080,1,1973.58,0.05
ORD000660,PROD0187,3,2575.23,0.1
ORD006392,PROD0057,4,1480.61,0.0
ORD009588,PROD0175,3,2260.04,0.05
ORD003926,PROD0197,3,774.0,0.05
ORD013672,PROD0092,5,2466.2,0.2
ORD016483,PROD0095,5,853.11,0.0
ORD010966,PROD0020,5,2005.81,0.1
ORD001899,PROD0286,4,722.33,0.15
ORD012810,PROD0164,3,1896.67,0.1
ORD001866,PROD0078,3,1498.55,0.05
ORD009216,PROD0241,5,215.23,0.2
ORD010103,PROD0025,1,585.99,0.1
ORD008217,PROD0168,5,1759.17,0.1
ORD007363,PROD0066,5,705.54,0.0
ORD017946,PROD0282,2,1059.41,0.2
ORD002934,PROD0070,5,2065.33,0.05
ORD014944,PROD0294,4,608.79,0.0
ORD010258,PROD0083,3,1558.0,0.05
ORD012274,PROD0083,5,1558.0,0.15
ORD009082,PROD0055,1,1758.65,0.0
ORD017270,PROD0057,3,1480.61,0.05
ORD012112,PROD0093,3,2481.82,0.05
ORD009876,PROD0142,1,536.55,0.15
ORD008200,PROD0202,2,1039.91,0.0
ORD003350,PROD0242,1,1251.99,0.15
ORD008558,PROD0059,4,3884.69,0.05
ORD004974,PROD0292,1,526.18,0.05
ORD002620,PROD0202,2,1039.91,0.05
ORD014442,PROD0282,5,1059.41,0.0
ORD003599,PROD0010,5,1326.68,0.2
ORD000280,PROD0059,3,3884.69,0.05
ORD003786,PROD0064,5,706.46,0.0
ORD002946,PROD0012,5,2384.44,0.05
ORD000450,PROD0205,1,315.35,0.0
ORD004383,PROD0132,3,1663.98,0.0
ORD013665,PROD0235,3,1069.09,0.0
ORD007893,PROD0156,1,1302.29,0.0
ORD005011,PROD0298,4,392.05,0.1
ORD006916,PROD0027,4,5305.88,0.05
ORD009756,PROD0156,4,1302.29,0.05
ORD016851,PROD0127,1,1166.2,0.0
ORD008060,PROD0010,5,1326.68,0.1
ORD016139,PROD0028,2,740.62,0.15
ORD008212,PROD0104,4,917.71,0.1
ORD015649,PROD0259,5,272.42,0.15
ORD005999,PROD0015,4,768.6,0.2
ORD009870,PROD0225,2,670.12,0.15
ORD005640,PROD0245,5,258.37,0.05
ORD014924,PROD0283,4,1585.65,0.1
ORD013883,PROD0100,1,1535.02,0.1
ORD009342,PROD0087,4,2381.84,0.1
ORD009501,PROD0284,3,1551.66,0.1
ORD001114,PROD0283,1,1585.65,0.05
ORD014338,PROD0083,1,1558.0,0.1
ORD005041,PROD0074,2,701.79,0.2
ORD008468,PROD0078,5,1498.55,0.2
ORD004876,PROD0106,2,770.07,0.0
ORD011446,PROD0001,1,2228.63,0.0
ORD006734,PROD0146,2,2912.21,0.2
ORD008221,PROD0102,5,1726.73,0.05
ORD004790,PROD0049,1,474.29,0.0
ORD006418,PROD0216,4,2535.43,0.05
ORD002381,PROD0097,2,2244.75,0.05
ORD009375,PROD0300,1,2550.36,0.2
ORD014461,PROD0232,1,480.05,0.1
ORD003421,PROD0012,4,2384.44,0.2
ORD004765,PROD0162,3,377.71,0.1
ORD017584,PROD0025,2,585.99,0.1
ORD017499,PROD0186,5,324.33,0.0
ORD000119,PROD0060,4,511.57,0.1
ORD007275,PROD0095,4,853.11,0.1
ORD000509,PROD0132,3,1663.98,0.15
ORD013985,PROD0153,4,192.77,0.05
ORD000742,PROD0056,2,1815.37,0.1
ORD005275,PROD0162,5,377.71,0.05
ORD006360,PROD0098,4,1788.67,0.0
ORD009284,PROD0059,1,3884.69,0.2
ORD003814,PROD0165,1,1341.44,0.0
ORD003976,PROD0166,4,655.43,0.05
ORD013690,PROD0254,5,1021.7,0.05
ORD013353,PROD0076,3,1911.33,0.15
ORD010809,PROD0195,3,525.15,0.0
ORD004618,PROD0004,1,1005.11,0.2
ORD010987,PROD0048,2,2692.11,0.1
ORD002403,PROD0136,5,4655.74,0.1
ORD015323,PROD0151,4,938.09,0.1
ORD000964,PROD0039,3,748.33,0.05
ORD013430,PROD0078,1,1498.55,0.0
ORD013437,PROD0275,2,1740.08,0.05
ORD017838,PROD0057,3,1480.61,0.0
ORD005732,PROD0149,2,231.51,0.1
ORD004687,PROD0139,5,624.58,0.2
ORD010073,PROD0164,2,1896.67,0.05
ORD002746,PROD0297,2,359.44,0.15
ORD015065,PROD0011,1,569.66,0.05
ORD001205,PROD0089,2,390.25,0.15
ORD013506,PROD0024,5,3557.69,0.1
ORD011819,PROD0300,1,2550.36,0.0
