customer_id,customer_name,gender,age,city,state,signup_date,customer_segment
CUST00085,Customer_00085,Male,20,Kolkata,Telangana,2023-12-22,Consumer
CUST00086,Customer_00086,Male,27,Pune,Maharashtra,2025-11-30,Consumer
CUST00087,Customer_00087,Female,64,Mumbai,Telangana,2024-01-02,Corporate
CUST00088,Customer_00088,Female,57,Hyderabad,Tamil Nadu,2025-10-11,Consumer
CUST00089,Customer_00089,Female,35,Bengaluru,Telangana,2023-10-04,Consumer
CUST00090,Customer_00090,Male,20,Ahmedabad,Gujarat,2023-08-09,Corporate
CUST00091,Customer_00091,Male,56,Mumbai,Telangana,2023-03-02,Consumer
CUST00092,Customer_00092,Female,27,Pune,Telangana,2023-03-16,Corporate
CUST00093,Customer_00093,Female,69,Bengaluru,Delhi,2024-04-17,Consumer
CUST00094,Customer_00094,Female,26,Hyderabad,Delhi,2025-10-21,Consumer
CUST00095,Customer_00095,Female,63,Delhi,West Bengal,2024-02-20,Consumer
CUST00096,Customer_00096,Female,63,Mumbai,Tamil Nadu,2023-01-17,Consumer
CUST00097,Customer_00097,Female,28,Hyderabad,Maharashtra,2025-12-18,Corporate
CUST00098,Customer_00098,Male,50,Bengaluru,Telangana,2023-07-22,Consumer
CUST00099,Customer_00099,Male,53,Chennai,Gujarat,2024-04-16,Corporate
CUST00100,Customer_00100,Male,43,Mumbai,Delhi,2025-05-28,Consumer
CUST00101,Customer_00101,Male,44,Ahmedabad,Maharashtra,2025-08-22,Consumer
CUST00102,Customer_00102,Female,55,Kolkata,Gujarat,2025-03-28,Consumer
CUST00103,Customer_00103,Male,39,Bengaluru,Telangana,2024-02-18,Consumer
CUST00104,Customer_00104,Female,43,Ahmedabad,Maharashtra,2024-05-15,Consumer
CUST00105,Customer_00105,Female,39,Bengaluru,West Bengal,2023-05-01,Consumer
CUST00106,Customer_00106,Male,22,Kolkata,Gujarat,2024-08-29,Premium
CUST00107,Customer_00107,Male,52,Hyderabad,Karnataka,2023-12-16,Consumer
CUST00108,Customer_00108,Female,19,Ahmedabad,Gujarat,2025-03-30,Consumer
CUST00109,Customer_00109,Male,52,Ahmedabad,Gujarat,2024-10-15,Consumer
CUST00110,Customer_00110,Male,26,Bengaluru,Telangana,2025-02-22,Consumer
CUST00111,Customer_00111,Male,68,Mumbai,Maharashtra,2024-05-11,Corporate
CUST00112,Customer_00112,Male,68,Pune,Telangana,2024-01-27,Consumer
CUST00113,Customer_00113,Female,66,Kolkata,Telangana,2025-07-17,Consumer
CUST00114,Customer_00114,Female,35,Mumbai,Karnataka,2024-04-14,Corporate
CUST00115,Customer_00115,Female,60,Kolkata,West Bengal,2023-12-16,Consumer
CUST00116,Customer_00116,Female,29,Bengaluru,Gujarat,2025-02-13,Consumer
CUST00117,Customer_00117,Female,20,Hyderabad,Maharashtra,2023-05-29,Consumer
CUST00118,Customer_00118,Male,35,Mumbai,West Bengal,2023-09-13,Consumer
CUST00119,Customer_00119,Female,55,Chennai,Tamil Nadu,2023-12-10,Consumer
CUST00120,Customer_00120,Female,24,Pune,Delhi,2024-11-07,Corporate
CUST00121,Customer_00121,Female,50,Kolkata,West Bengal,2023-04-18,Consumer
CUST00122,Customer_00122,Female,23,Delhi,Telangana,2024-08-17,Consumer
CUST00123,Customer_00123,Male,35,Hyderabad,Telangana,2023-01-25,Consumer
CUST00124,Customer_00124,Male,62,Hyderabad,Telangana,2023-10-10,Consumer
CUST00125,Customer_00125,Male,39,Delhi,Telangana,2025-06-05,Corporate
CUST00126,Customer_00126,Male,68,Delhi,Delhi,2025-07-26,Corporate
CUST00127,Customer_00127,Female,56,Mumbai,Tamil Nadu,2024-09-11,Consumer
CUST00128,Customer_00128,Female,68,Bengaluru,Karnataka,2023-08-26,Corporate
CUST00129,Customer_00129,Male,26,Bengaluru,Tamil Nadu,2025-07-26,Consumer
CUST00130,Customer_00130,Female,52,Chennai,Delhi,2023-11-12,Corporate
CUST00131,Customer_00131,Male,40,Pune,Maharashtra,2025-04-19,Corporate
CUST00132,Customer_00132,Male,29,Kolkata,Karnataka,2024-04-07,Consumer
CUST00133,Customer_00133,Male,69,Bengaluru,Karnataka,2024-08-14,Consumer
CUST00134,Customer_00134,Male,41,Ahmedabad,Maharashtra,2025-04-19,Corporate
CUST00135,Customer_00135,Female,67,Chennai,Gujarat,2025-09-22,Corporate
CUST00136,Customer_00136,Male,57,Chennai,Telangana,2023-05-30,Corporate
CUST00137,Customer_00137,Female,26,Hyderabad,Delhi,2023-12-18,Consumer
CUST00138,Customer_00138,Female,30,Hyderabad,Maharashtra,2024-03-17,Consumer
CUST00139,Customer_00139,Male,57,Pune,Tamil Nadu,2024-01-30,Consumer
CUST00140,Customer_00140,Female,59,Mumbai,Tamil Nadu,2023-01-06,Consumer
CUST00141,Customer_00141,Female,34,Ahmedabad,Gujarat,2024-06-17,Consumer
CUST00142,Customer_00142,Male,24,Delhi,Maharashtra,2023-08-08,Corporate
CUST00143,Customer_00143,Female,34,Delhi,Delhi,2025-05-20,Consumer
CUST00144,Customer_00144,Male,67,Pune,Gujarat,2023-01-12,Consumer
CUST00145,Customer_00145,Male,41,Chennai,Gujarat,2025-03-05,Consumer
CUST00146,Customer_00146,Male,19,Pune,Gujarat,2024-12-04,Consumer
CUST00147,Customer_00147,Female,52,Delhi,Karnataka,2024-04-02,Consumer
CUST00148,Customer_00148,Female,45,Chennai,Karnataka,2023-08-13,Corporate
CUST00149,Customer_00149,Male,36,Delhi,Telangana,2023-12-02,Corporate
CUST00150,Customer_00150,Male,50,Mumbai,Delhi,2023-06-16,Consumer
CUST00151,Customer_00151,Female,38,Hyderabad,Tamil Nadu,2024-05-12,Corporate
CUST00152,Customer_00152,Male,27,Hyderabad,Tamil Nadu,2023-05-28,Consumer
CUST00153,Customer_00153,Male,63,Chennai,Telangana,2023-02-05,Consumer
CUST00154,Customer_00154,Male,62,Pune,Tamil Nadu,2025-09-16,Consumer
CUST00155,Customer_00155,Other,26,Delhi,Gujarat,2023-11-04,Consumer
CUST00156,Customer_00156,Male,55,Bengaluru,Telangana,2024-10-03,Premium
CUST00157,Customer_00157,Female,23,Mumbai,Telangana,2023-08-28,Consumer
CUST00158,Customer_00158,Female,68,Delhi,Maharashtra,2025-07-05,Consumer
CUST00159,Customer_00159,Male,59,Kolkata,Karnataka,2025-06-23,Corporate
CUST00160,Customer_00160,Female,52,Bengaluru,Delhi,2025-05-05,Consumer
CUST00161,Customer_00161,Male,35,Mumbai,Delhi,2023-10-31,Consumer
CUST00162,Customer_00162,Female,36,Mumbai,Karnataka,2024-09-08,Corporate
CUST00163,Customer_00163,Female,22,Hyderabad,Gujarat,2024-07-07,Consumer
CUST00164,Customer_00164,Female,42,Chennai,Delhi,2025-02-04,Consumer
CUST00165,Customer_00165,Male,28,Delhi,Tamil Nadu,2025-06-16,Premium
CUST00166,Customer_00166,Female,27,Mumbai,Tamil Nadu,2025-08-29,Consumer
CUST00167,Customer_00167,Male,34,Delhi,Delhi,2023-07-14,Consumer
CUST00168,Customer_00168,Male,53,Mumbai,West Bengal,2025-11-28,Consumer
CUST00169,Customer_00169,Male,43,Pune,West Bengal,2024-10-07,Consumer
CUST00170,Customer_00170,Female,48,Ahmedabad,Maharashtra,2023-09-09,Corporate
CUST00171,Customer_00171,Female,49,Hyderabad,Delhi,2023-07-26,Corporate
CUST00172,Customer_00172,Male,38,Chennai,Telangana,2024-05-14,Consumer
CUST00173,Customer_00173,Female,35,Bengaluru,Gujarat,2023-01-19,Consumer
CUST00174,Customer_00174,Male,35,Bengaluru,Telangana,2025-03-29,Corporate
CUST00175,Customer_00175,Female,18,Pune,Karnataka,2024-11-17,Consumer
CUST00176,Customer_00176,Male,31,Kolkata,Gujarat,2023-01-20,Consumer
CUST00177,Customer_00177,Female,25,Hyderabad,Gujarat,2024-03-23,Consumer
CUST00178,Customer_00178,Male,19,Mumbai,Tamil Nadu,2025-01-08,Consumer
CUST00179,Customer_00179,Female,68,Hyderabad,Gujarat,2023-10-21,Consumer
CUST00180,Customer_00180,Male,32,Chennai,Maharashtra,2023-03-06,Consumer
CUST00181,Customer_00181,Male,51,Ahmedabad,Delhi,2024-05-13,Consumer
CUST00182,Customer_00182,Male,53,Bengaluru,Telangana,2023-03-17,Consumer
CUST00183,Customer_00183,Female,18,Delhi,Tamil Nadu,2025-06-19,Consumer
CUST00184,Customer_00184,Female,68,Bengaluru,West Bengal,2024-09-26,Consumer
CUST00185,Customer_00185,Male,38,Kolkata,Tamil Nadu,2023-01-27,Corporate
CUST00186,Customer_00186,Female,59,Kolkata,Maharashtra,2024-11-10,Premium
CUST00187,Customer_00187,Female,18,Kolkata,Maharashtra,2023-03-24,Consumer
CUST00188,Customer_00188,Female,49,Kolkata,Maharashtra,2024-04-30,Corporate
CUST00189,Customer_00189,Female,37,Chennai,Maharashtra,2023-01-06,Premium
CUST00190,Customer_00190,Male,64,Mumbai,West Bengal,2025-08-26,Consumer
CUST00191,Customer_00191,Male,53,Hyderabad,Telangana,2024-01-03,Corporate
CUST00192,Customer_00192,Female,56,Bengaluru,Maharashtra,2024-04-15,Premium
CUST00193,Customer_00193,Female,47,Kolkata,Tamil Nadu,2024-11-19,Consumer
CUST00194,Customer_00194,Female,24,Bengaluru,Tamil Nadu,2024-01-05,Consumer
CUST00195,Customer_00195,Male,39,Kolkata,West Bengal,2023-10-05,Premium
CUST00196,Customer_00196,Male,67,Delhi,Gujarat,2023-12-06,Consumer
CUST00197,Customer_00197,Female,62,Hyderabad,Delhi,2025-03-25,Consumer
CUST00198,Customer_00198,Female,27,Delhi,Tamil Nadu,2024-09-05,Consumer
CUST00199,Customer_00199,Female,25,Delhi,Tamil Nadu,2025-03-03,Consumer
CUST00200,Customer_00200,Female,44,Kolkata,West Bengal,2024-08-25,Premium
CUST00201,Customer_00201,Female,27,Ahmedabad,Telangana,2023-03-08,Consumer
CUST00202,Customer_00202,Male,31,Mumbai,Gujarat,2023-08-03,Consumer
CUST00203,Customer_00203,Male,63,Bengaluru,Tamil Nadu,2024-02-20,Corporate
CUST00204,Customer_00204,Female,69,Ahmedabad,Karnataka,2024-07-05,Corporate
CUST00205,Customer_00205,Female,28,Pune,Tamil Nadu,2024-07-24,Premium
CUST00206,Customer_00206,Male,23,Hyderabad,Delhi,2024-06-23,Consumer
CUST00207,Customer_00207,Male,38,Ahmedabad,Delhi,2025-12-06,Premium
CUST00208,Customer_00208,Female,50,Mumbai,Gujarat,2023-04-27,Consumer
CUST00209,Customer_00209,Male,36,Pune,Gujarat,2023-05-31,Corporate
CUST00210,Customer_00210,Male,56,Mumbai,Maharashtra,2025-12-16,Consumer
CUST00211,Customer_00211,Female,41,Ahmedabad,Telangana,2025-09-10,Premium
CUST00212,Customer_00212,Female,35,Kolkata,Delhi,2025-09-30,Corporate
CUST00213,Customer_00213,Female,52,Kolkata,Karnataka,2024-03-09,Consumer
CUST00214,Customer_00214,Male,69,Mumbai,Karnataka,2023-11-16,Consumer
CUST00215,Customer_00215,Female,60,Ahmedabad,Maharashtra,2023-08-30,Corporate
CUST00216,Customer_00216,Male,54,Chennai,Telangana,2024-04-09,Corporate
CUST00217,Customer_00217,Male,36,Chennai,Telangana,2023-07-22,Consumer
CUST00218,Customer_00218,Female,41,Mumbai,Gujarat,2024-07-02,Consumer
CUST00219,Customer_00219,Female,51,Chennai,Tamil Nadu,2025-01-27,Corporate
CUST00220,Customer_00220,Female,39,Hyderabad,Karnataka,2025-05-07,Consumer
CUST00221,Customer_00221,Female,21,Bengaluru,Karnataka,2025-02-24,Consumer
CUST00222,Customer_00222,Female,27,Pune,West Bengal,2024-06-24,Corporate
CUST00223,Customer_00223,Male,19,Kolkata,Karnataka,2024-05-01,Consumer
CUST00224,Customer_00224,Male,25,Hyderabad,Karnataka,2024-07-25,Consumer
CUST00225,Customer_00225,Male,50,Bengaluru,West Bengal,2025-04-19,Consumer
CUST00226,Customer_00226,Male,55,Chennai,Delhi,2024-10-22,Corporate
CUST00227,Customer_00227,Female,60,Pune,Telangana,2024-02-09,Consumer
CUST00228,Customer_00228,Male,45,Hyderabad,Tamil Nadu,2024-10-18,Consumer
CUST00229,Customer_00229,Female,27,Delhi,Delhi,2025-08-06,Consumer
CUST00230,Customer_00230,Female,62,Kolkata,Telangana,2023-01-15,Consumer
CUST00231,Customer_00231,Female,18,Mumbai,Maharashtra,2025-09-01,Consumer
CUST00232,Customer_00232,Female,51,Kolkata,Karnataka,2025-11-29,Consumer
CUST00233,Customer_00233,Female,20,Bengaluru,Tamil Nadu,2023-11-03,Consumer
CUST00234,Customer_00234,Female,26,Bengaluru,Telangana,2024-12-05,Consumer
CUST00235,Customer_00235,Male,22,Delhi,Maharashtra,2024-02-01,Consumer
CUST00236,Customer_00236,Female,59,Delhi,Karnataka,2024-11-08,Consumer
CUST00237,Customer_00237,Male,27,Mumbai,Maharashtra,2025-08-27,Premium
CUST00238,Customer_00238,Male,29,Chennai,West Bengal,2025-05-14,Consumer
CUST00239,Customer_00239,Female,35,Kolkata,Maharashtra,2023-07-30,Corporate
CUST00240,Customer_00240,Male,38,Hyderabad,Delhi,2024-02-03,Premium
CUST00241,Customer_00241,Female,38,Ahmedabad,Maharashtra,2023-09-15,Consumer
CUST00242,Customer_00242,Female,18,Ahmedabad,Delhi,2023-04-25,Consumer
CUST00243,Customer_00243,Female,20,Hyderabad,Gujarat,2023-11-30,Consumer
CUST00244,Customer_00244,Male,22,Hyderabad,Delhi,2023-12-15,Consumer
CUST00245,Customer_00245,Male,42,Chennai,West Bengal,2023-08-21,Consumer
CUST00246,Customer_00246,Female,66,Kolkata,West Bengal,2024-03-24,Consumer
CUST00247,Customer_00247,Male,25,Kolkata,Maharashtra,2025-04-07,Corporate
CUST00248,Customer_00248,Female,34,Ahmedabad,Telangana,2024-08-30,Corporate
CUST00249,Customer_00249,Female,26,Mumbai,Maharashtra,2023-04-08,Consumer
CUST00250,Customer_00250,Female,49,Hyderabad,Maharashtra,2024-07-21,Consumer
CUST00251,Customer_00251,Male,23,Bengaluru,Telangana,2024-04-06,Consumer
CUST00252,Customer_00252,Male,66,Bengaluru,Karnataka,2024-05-14,Consumer
CUST00253,Customer_00253,Female,57,Bengaluru,Tamil Nadu,2024-09-22,Consumer
CUST00254,Customer_00254,Male,38,Delhi,Gujarat,2025-11-27,Consumer
CUST00255,Customer_00255,Male,24,Delhi,Karnataka,2025-12-10,Premium
CUST00256,Customer_00256,Female,24,Chennai,Maharashtra,2023-05-07,Consumer
CUST00257,Customer_00257,Female,64,Hyderabad,Karnataka,2024-04-21,Consumer
CUST00258,Customer_00258,Female,56,Delhi,Tamil Nadu,2024-12-23,Corporate
CUST00259,Customer_00259,Female,44,Bengaluru,West Bengal,2024-03-11,Consumer
CUST00260,Customer_00260,Male,25,Delhi,Karnataka,2023-03-26,Consumer
CUST00261,Customer_00261,Female,26,Kolkata,Tamil Nadu,2025-02-24,Consumer
CUST00262,Customer_00262,Other,45,Bengaluru,Karnataka,2023-01-27,Consumer
CUST00263,Customer_00263,Male,32,Hyderabad,Delhi,2025-05-09,Corporate
CUST00264,Customer_00264,Female,19,Kolkata,Maharashtra,2023-03-13,Consumer
CUST00265,Customer_00265,Female,24,Chennai,Tamil Nadu,2024-08-10,Consumer
CUST00266,Customer_00266,Female,64,Mumbai,Gujarat,2025-10-26,Consumer
CUST00267,Customer_00267,Female,35,Mumbai,Maharashtra,2023-06-01,Corporate
CUST00268,Customer_00268,Female,39,Kolkata,Delhi,2024-08-05,Consumer
CUST00269,Customer_00269,Male,67,Bengaluru,West Bengal,2023-02-26,Corporate
CUST00270,Customer_00270,Male,27,Delhi,Karnataka,2024-03-01,Corporate
CUST00271,Customer_00271,Female,67,Delhi,Maharashtra,2023-05-22,Consumer
CUST00272,Customer_00272,Female,50,Bengaluru,Karnataka,2024-07-21,Consumer
CUST00273,Customer_00273,Female,24,Ahmedabad,Karnataka,2025-11-04,Corporate
CUST00274,Customer_00274,Female,20,Hyderabad,Maharashtra,2025-10-28,Consumer
CUST00275,Customer_00275,Female,31,Kolkata,Tamil Nadu,2025-12-12,Consumer
CUST00276,Customer_00276,Female,61,Bengaluru,Tamil Nadu,2023-05-17,Consumer
CUST00277,Customer_00277,Female,63,Ahmedabad,Maharashtra,2023-06-23,Consumer
CUST00278,Customer_00278,Female,53,Hyderabad,Tamil Nadu,2025-05-09,Consumer
CUST00279,Customer_00279,Female,30,Chennai,Telangana,2023-08-07,Corporate
CUST00280,Customer_00280,Female,33,Chennai,Karnataka,2023-09-12,Corporate
CUST00281,Customer_00281,Female,33,Kolkata,Maharashtra,2025-03-22,Consumer
CUST00282,Customer_00282,Male,22,Bengaluru,Gujarat,2023-09-27,Corporate
CUST00283,Customer_00283,Male,69,Chennai,Delhi,2023-08-12,Corporate
CUST00284,Customer_00284,Male,42,Delhi,West Bengal,2025-06-01,Consumer
CUST00285,Customer_00285,Female,55,Hyderabad,Maharashtra,2024-08-26,Consumer
CUST00286,Customer_00286,Male,55,Mumbai,Maharashtra,2024-12-01,Corporate
CUST00287,Customer_00287,Male,67,Ahmedabad,Karnataka,2025-07-08,Consumer
CUST00288,Customer_00288,Female,55,Mumbai,Delhi,2023-03-14,Corporate
CUST00289,Customer_00289,Male,56,Chennai,Karnataka,2025-06-16,Consumer
CUST00290,Customer_00290,Female,65,Ahmedabad,Gujarat,2025-08-04,Premium
CUST00291,Customer_00291,Male,58,Hyderabad,West Bengal,2024-06-26,Consumer
CUST00292,Customer_00292,Male,43,Delhi,Tamil Nadu,2024-09-22,Consumer
CUST00293,Customer_00293,Female,30,Mumbai,Maharashtra,2025-03-05,Consumer
CUST00294,Customer_00294,Male,61,Delhi,Karnataka,2025-05-27,Consumer
CUST00295,Customer_00295,Male,68,Delhi,West Bengal,2025-01-26,Corporate
CUST00296,Customer_00296,Female,43,Mumbai,Gujarat,2024-09-09,Corporate
CUST00297,Customer_00297,Female,18,Mumbai,Gujarat,2023-07-17,Corporate
CUST00298,Customer_00298,Male,25,Ahmedabad,West Bengal,2024-05-07,Consumer
CUST00299,Customer_00299,Female,21,Chennai,Telangana,2023-03-23,Consumer
CUST00300,Customer_00300,Male,38,Ahmedabad,Maharashtra,2024-01-09,Consumer
CUST00301,Customer_00301,Male,39,Kolkata,Gujarat,2024-05-15,Consumer
CUST00302,Customer_00302,Female,68,Hyderabad,West Bengal,2023-12-23,Consumer
CUST00303,Customer_00303,Female,54,Bengaluru,Tamil Nadu,2024-08-02,Consumer
CUST00304,Customer_00304,Female,66,Hyderabad,Karnataka,2023-10-27,Corporate
CUST00305,Customer_00305,Female,20,Ahmedabad,Karnataka,2024-10-07,Consumer
CUST00306,Customer_00306,Female,36,Bengaluru,Telangana,2023-04-30,Corporate
CUST00307,Customer_00307,Female,18,Ahmedabad,Tamil Nadu,2023-07-05,Consumer
CUST00308,Customer_00308,Male,46,Mumbai,Gujarat,2024-08-06,Corporate
CUST00309,Customer_00309,Female,40,Delhi,West Bengal,2023-11-04,Corporate
CUST00310,Customer_00310,Male,50,Hyderabad,Telangana,2023-08-22,Corporate
CUST00311,Customer_00311,Male,69,Ahmedabad,Gujarat,2025-10-31,Consumer
CUST00312,Customer_00312,Male,58,Delhi,Gujarat,2023-06-24,Corporate
CUST00313,Customer_00313,Male,40,Hyderabad,Maharashtra,2025-02-11,Consumer
CUST00314,Customer_00314,Female,22,Kolkata,Delhi,2024-10-04,Consumer
CUST00315,Customer_00315,Female,24,Pune,West Bengal,2025-06-29,Premium
CUST00316,Customer_00316,Female,23,Hyderabad,Gujarat,2025-10-22,Premium
CUST00317,Customer_00317,Male,66,Delhi,Karnataka,2025-01-30,Consumer
CUST00318,Customer_00318,Male,39,Pune,Gujarat,2023-07-01,Consumer
CUST00319,Customer_00319,Male,66,Chennai,Telangana,2025-07-30,Consumer
CUST00320,Customer_00320,Male,30,Kolkata,West Bengal,2023-12-16,Corporate
CUST00321,Customer_00321,Female,29,Mumbai,Gujarat,2024-09-30,Corporate
CUST00322,Customer_00322,Female,21,Chennai,West Bengal,2023-08-13,Consumer
CUST00323,Customer_00323,Female,25,Ahmedabad,Karnataka,2023-10-13,Corporate
CUST00324,Customer_00324,Male,54,Chennai,Karnataka,2023-07-12,Consumer
CUST00325,Customer_00325,Female,48,Hyderabad,Telangana,2024-11-01,Premium
CUST00326,Customer_00326,Female,54,Mumbai,Karnataka,2024-11-22,Premium
CUST00327,Customer_00327,Female,62,Kolkata,Tamil Nadu,2024-06-21,Consumer
CUST00328,Customer_00328,Female,43,Pune,Tamil Nadu,2024-09-03,Consumer
