product_id,product_name,category,sub_category,brand,unit_price,cost_price
PROD0037,Product_0037,Fashion,Kids,Brand_D,1059.57,574.69
PROD0038,Product_0038,Electronics,Laptop,Brand_B,1310.24,763.29
PROD0039,Product_0039,Books,Business,Brand_D,748.33,475.19
PROD0040,Product_0040,Toys,Games,Brand_A,5448.94,3640.72
PROD0041,Product_0041,Electronics,Accessories,Brand_F,566.23,289.74
PROD0042,Product_0042,Grocery,Snacks,Brand_D,5997.9,3593.58
PROD0043,Product_0043,Toys,Educational,Brand_E,950.69,707.82
PROD0044,Product_0044,Fashion,Kids,Brand_E,2277.54,1574.32
PROD0045,Product_0045,Books,Fiction,Brand_C,1204.82,778.23
PROD0046,Product_0046,Home & Kitchen,Furniture,Brand_F,423.5,273.14
PROD0047,Product_0047,Fashion,Men,Brand_A,743.87,459.75
PROD0048,Product_0048,Toys,Games,Brand_A,2692.11,1640.72
PROD0049,Product_0049,Toys,Games,Brand_D,474.29,297.95
PROD0050,Product_0050,Sports,Fitness,Brand_E,138.33,107.64
PROD0051,Product_0051,Home & Kitchen,Appliances,Brand_E,257.94,167.67
PROD0052,Product_0052,Beauty,Haircare,Brand_E,1103.19,787.86
PROD0053,Product_0053,Books,Education,Brand_A,499.98,379.24
PROD0054,Product_0054,Beauty,Skincare,Brand_E,1149.11,733.4
PROD0055,Product_0055,Beauty,Haircare,Brand_C,1758.65,1351.58
PROD0056,Product_0056,Sports,Equipment,Brand_B,1815.37,1484.35
PROD0057,Product_0057,Grocery,Snacks,Brand_E,1480.61,979.17
PROD0058,Product_0058,Books,Education,Brand_C,5552.05,3491.57
PROD0059,Product_0059,Books,Business,Brand_C,3884.69,2944.03
PROD0060,Product_0060,Grocery,Beverages,Brand_B,511.57,362.06
PROD0061,Product_0061,Sports,Outdoor,Brand_A,1808.63,1259.21
PROD0062,Product_0062,Electronics,Accessories,Brand_E,1731.8,1356.97
PROD0063,Product_0063,Books,Education,Brand_F,453.52,321.01
PROD0064,Product_0064,Grocery,Beverages,Brand_C,706.46,498.27
PROD0065,Product_0065,Sports,Fitness,Brand_C,298.49,169.01
PROD0066,Product_0066,Grocery,Snacks,Brand_B,705.54,508.15
PROD0067,Product_0067,Toys,Educational,Brand_F,1836.4,1454.72
PROD0068,Product_0068,Books,Education,Brand_C,2579.6,1765.55
PROD0069,Product_0069,Electronics,Accessories,Brand_E,6450.78,5090.18
PROD0070,Product_0070,Beauty,Skincare,Brand_A,2065.33,1257.09
PROD0071,Product_0071,Fashion,Women,Brand_C,1519.69,780.55
PROD0072,Product_0072,Fashion,Kids,Brand_A,4756.76,3055.94
PROD0073,Product_0073,Books,Business,Brand_C,3798.83,1904.23
PROD0074,Product_0074,Toys,Educational,Brand_C,701.79,385.66
PROD0075,Product_0075,Sports,Outdoor,Brand_E,993.75,557.48
PROD0076,Product_0076,Books,Fiction,Brand_A,1911.33,1282.17
PROD0077,Product_0077,Beauty,Haircare,Brand_F,372.07,299.14
PROD0078,Product_0078,Books,Business,Brand_D,1498.55,758.78
PROD0079,Product_0079,Beauty,Makeup,Brand_E,1557.75,896.86
PROD0080,Product_0080,Electronics,Accessories,Brand_A,1973.58,1599.04
PROD0081,Product_0081,Grocery,Snacks,Brand_A,2207.21,1726.32
PROD0082,Product_0082,Grocery,Snacks,Brand_A,835.72,641.12
PROD0083,Product_0083,Grocery,Beverages,Brand_D,1558.0,824.77
PROD0084,Product_0084,Electronics,Laptop,Brand_E,787.16,555.82
PROD0085,Product_0085,Beauty,Haircare,Brand_D,2361.96,1334.52
PROD0086,Product_0086,Books,Business,Brand_C,1292.77,915.7
PROD0087,Product_0087,Grocery,Beverages,Brand_B,2381.84,1516.78
PROD0088,Product_0088,Grocery,Snacks,Brand_D,255.81,179.94
PROD0089,Product_0089,Sports,Outdoor,Brand_C,390.25,248.68
PROD0090,Product_0090,Sports,Fitness,Brand_D,1416.42,1119.63
PROD0091,Product_0091,Toys,Games,Brand_A,402.26,204.39
PROD0092,Product_0092,Beauty,Skincare,Brand_B,2466.2,1384.28
PROD0093,Product_0093,Toys,Games,Brand_B,2481.82,1902.46
PROD0094,Product_0094,Books,Fiction,Brand_F,1585.84,1166.8
PROD0095,Product_0095,Toys,Educational,Brand_C,853.11,477.41
PROD0096,Product_0096,Toys,Outdoor,Brand_F,830.36,447.45
PROD0097,Product_0097,Books,Education,Brand_D,2244.75,1345.96
PROD0098,Product_0098,Fashion,Kids,Brand_D,1788.67,1170.14
PROD0099,Product_0099,Fashion,Kids,Brand_D,550.57,283.55
PROD0100,Product_0100,Electronics,Laptop,Brand_C,1535.02,1182.87
PROD0101,Product_0101,Books,Business,Brand_D,3596.1,2397.54
PROD0102,Product_0102,Beauty,Makeup,Brand_B,1726.73,1371.43
PROD0103,Product_0103,Fashion,Kids,Brand_B,814.61,492.21
PROD0104,Product_0104,Sports,Equipment,Brand_E,917.71,473.19
PROD0105,Product_0105,Home & Kitchen,Furniture,Brand_D,813.74,633.77
PROD0106,Product_0106,Home & Kitchen,Kitchenware,Brand_D,770.07,421.9
PROD0107,Product_0107,Books,Education,Brand_F,416.19,252.8
PROD0108,Product_0108,Toys,Outdoor,Brand_B,1195.6,775.45
PROD0109,Product_0109,Beauty,Haircare,Brand_B,315.2,207.22
PROD0110,Product_0110,Toys,Educational,Brand_A,2045.64,1038.19
PROD0111,Product_0111,Electronics,Accessories,Brand_A,843.13,563.68
PROD0112,Product_0112,Home & Kitchen,Appliances,Brand_E,3157.32,1656.49
PROD0113,Product_0113,Sports,Equipment,Brand_B,495.12,299.34
PROD0114,Product_0114,Sports,Fitness,Brand_E,983.9,799.08
PROD0115,Product_0115,Sports,Outdoor,Brand_D,1198.13,706.56
PROD0116,Product_0116,Toys,Educational,Brand_D,435.35,330.92
PROD0117,Product_0117,Home & Kitchen,Kitchenware,Brand_B,1622.14,1075.97
PROD0118,Product_0118,Fashion,Men,Brand_C,437.61,247.15
PROD0119,Product_0119,Toys,Educational,Brand_E,1545.4,1129.72
PROD0120,Product_0120,Toys,Outdoor,Brand_C,3592.34,2434.33
PROD0121,Product_0121,Grocery,Beverages,Brand_D,1762.91,1182.16
PROD0122,Product_0122,Sports,Equipment,Brand_F,768.92,391.82
PROD0123,Product_0123,Electronics,Mobile,Brand_E,2787.07,1691.28
PROD0124,Product_0124,Beauty,Skincare,Brand_D,7033.68,5170.5
PROD0125,Product_0125,Beauty,Haircare,Brand_A,1338.46,1010.2
PROD0126,Product_0126,Beauty,Skincare,Brand_B,648.87,493.62
PROD0127,Product_0127,Fashion,Women,Brand_A,1166.2,597.05
PROD0128,Product_0128,Beauty,Makeup,Brand_E,414.27,228.71
PROD0129,Product_0129,Beauty,Makeup,Brand_A,2715.49,2214.17
PROD0130,Product_0130,Home & Kitchen,Furniture,Brand_F,1402.05,770.77
PROD0131,Product_0131,Fashion,Women,Brand_E,719.35,408.71
PROD0132,Product_0132,Fashion,Women,Brand_C,1663.98,1259.37
PROD0133,Product_0133,Home & Kitchen,Appliances,Brand_B,737.29,461.47
PROD0134,Product_0134,Electronics,Mobile,Brand_C,938.67,504.27
PROD0135,Product_0135,Grocery,Snacks,Brand_F,1098.25,593.09
PROD0136,Product_0136,Beauty,Haircare,Brand_D,4655.74,2452.68
PROD0137,Product_0137,Toys,Games,Brand_B,445.2,248.34
PROD0138,Product_0138,Electronics,Accessories,Brand_A,2041.26,1345.26
PROD0139,Product_0139,Home & Kitchen,Furniture,Brand_E,624.58,315.3
PROD0140,Product_0140,Home & Kitchen,Kitchenware,Brand_B,4498.4,2417.81
PROD0141,Product_0141,Home & Kitchen,Furniture,Brand_D,526.7,416.24
PROD0142,Product_0142,Toys,Games,Brand_C,536.55,418.78
PROD0143,Product_0143,Home & Kitchen,Appliances,Brand_D,2026.75,1553.68
PROD0144,Product_0144,Books,Fiction,Brand_A,1097.89,797.08
PROD0145,Product_0145,Toys,Games,Brand_E,2107.82,1500.11
PROD0146,Product_0146,Sports,Equipment,Brand_E,2912.21,1712.86
PROD0147,Product_0147,Toys,Outdoor,Brand_A,1277.67,775.8
PROD0148,Product_0148,Home & Kitchen,Appliances,Brand_E,2479.32,1426.74
PROD0149,Product_0149,Electronics,Laptop,Brand_B,231.51,188.38
PROD0150,Product_0150,Home & Kitchen,Appliances,Brand_B,1469.35,1032.92
PROD0151,Product_0151,Toys,Outdoor,Brand_A,938.09,758.96
PROD0152,Product_0152,Toys,Outdoor,Brand_A,3664.43,2150.92
PROD0153,Product_0153,Electronics,Accessories,Brand_D,192.77,134.71
PROD0154,Product_0154,Home & Kitchen,Appliances,Brand_E,611.42,454.2
PROD0155,Product_0155,Home & Kitchen,Kitchenware,Brand_F,383.07,203.15
PROD0156,Product_0156,Sports,Fitness,Brand_C,1302.29,929.09
PROD0157,Product_0157,Grocery,Snacks,Brand_A,1342.68,743.98
PROD0158,Product_0158,Toys,Games,Brand_D,1130.19,683.75
PROD0159,Product_0159,Toys,Games,Brand_A,2084.31,1519.81
PROD0160,Product_0160,Home & Kitchen,Furniture,Brand_A,2652.37,1699.69
PROD0161,Product_0161,Beauty,Skincare,Brand_B,1467.22,1166.11
PROD0162,Product_0162,Sports,Equipment,Brand_F,377.71,218.01
PROD0163,Product_0163,Toys,Educational,Brand_E,703.11,386.16
PROD0164,Product_0164,Sports,Outdoor,Brand_F,1896.67,1152.98
PROD0165,Product_0165,Beauty,Makeup,Brand_A,1341.44,1036.42
PROD0166,Product_0166,Grocery,Staples,Brand_E,655.43,505.45
PROD0167,Product_0167,Books,Education,Brand_D,2511.68,1552.66
PROD0168,Product_0168,Grocery,Beverages,Brand_A,1759.17,1335.47
PROD0169,Product_0169,Sports,Equipment,Brand_F,2484.01,1303.84
PROD0170,Product_0170,Home & Kitchen,Appliances,Brand_C,1486.76,747.0
PROD0171,Product_0171,Toys,Games,Brand_F,619.82,481.44
PROD0172,Product_0172,Beauty,Makeup,Brand_B,3513.98,2739.86
PROD0173,Product_0173,Grocery,Snacks,Brand_C,1893.36,1033.56
PROD0174,Product_0174,Home & Kitchen,Furniture,Brand_B,1681.39,1000.88
PROD0175,Product_0175,Toys,Outdoor,Brand_A,2260.04,1745.18
PROD0176,Product_0176,Sports,Fitness,Brand_F,890.34,469.04
PROD0177,Product_0177,Fashion,Kids,Brand_A,1733.37,1345.42
PROD0178,Product_0178,Beauty,Makeup,Brand_E,1006.65,688.45
PROD0179,Product_0179,Electronics,Accessories,Brand_B,608.27,432.07
PROD0180,Product_0180,Sports,Outdoor,Brand_D,374.36,258.44
PROD0181,Product_0181,Grocery,Staples,Brand_C,218.55,150.01
PROD0182,Product_0182,Grocery,Beverages,Brand_F,1491.37,834.0
PROD0183,Product_0183,Fashion,Kids,Brand_D,606.73,349.2
PROD0184,Product_0184,Sports,Outdoor,Brand_B,734.18,503.37
PROD0185,Product_0185,Home & Kitchen,Appliances,Brand_D,592.37,372.27
PROD0186,Product_0186,Books,Education,Brand_B,324.33,218.34
PROD0187,Product_0187,Books,Business,Brand_E,2575.23,1496.41
PROD0188,Product_0188,Home & Kitchen,Furniture,Brand_E,5555.06,3602.03
PROD0189,Product_0189,Books,Education,Brand_D,260.5,142.2
PROD0190,Product_0190,Home & Kitchen,Kitchenware,Brand_D,1494.94,765.84
PROD0191,Product_0191,Toys,Outdoor,Brand_F,425.27,342.07
PROD0192,Product_0192,Toys,Educational,Brand_B,2094.72,1532.03
PROD0193,Product_0193,Fashion,Kids,Brand_E,3394.61,2238.34
PROD0194,Product_0194,Home & Kitchen,Kitchenware,Brand_F,2044.13,1382.49
PROD0195,Product_0195,Toys,Outdoor,Brand_D,525.15,348.48
PROD0196,Product_0196,Sports,Fitness,Brand_F,624.67,492.0
PROD0197,Product_0197,Sports,Outdoor,Brand_B,774.0,578.61
PROD0198,Product_0198,Books,Fiction,Brand_B,1910.21,1153.85
PROD0199,Product_0199,Sports,Fitness,Brand_D,919.06,523.7
PROD0200,Product_0200,Beauty,Haircare,Brand_C,1906.63,993.91
PROD0201,Product_0201,Sports,Fitness,Brand_F,1107.62,606.19
PROD0202,Product_0202,Home & Kitchen,Appliances,Brand_A,1039.91,683.03
PROD0203,Product_0203,Grocery,Snacks,Brand_B,1208.94,682.84
PROD0204,Product_0204,Grocery,Staples,Brand_E,1064.24,638.51
PROD0205,Product_0205,Beauty,Skincare,Brand_F,315.35,171.13
PROD0206,Product_0206,Beauty,Makeup,Brand_A,512.36,407.48
PROD0207,Product_0207,Beauty,Makeup,Brand_B,4103.55,2096.06
PROD0208,Product_0208,Beauty,Makeup,Brand_F,1605.39,983.43
PROD0209,Product_0209,Books,Business,Brand_C,4636.93,2701.52
PROD0210,Product_0210,Fashion,Men,Brand_A,539.67,271.27
PROD0211,Product_0211,Grocery,Staples,Brand_E,1092.8,871.13
PROD0212,Product_0212,Books,Fiction,Brand_A,936.47,562.21
PROD0213,Product_0213,Sports,Outdoor,Brand_F,475.42,314.12
PROD0214,Product_0214,Fashion,Men,Brand_D,285.7,196.11
PROD0215,Product_0215,Books,Education,Brand_B,496.9,345.52
PROD0216,Product_0216,Electronics,Mobile,Brand_D,2535.43,1641.14
PROD0217,Product_0217,Toys,Outdoor,Brand_C,748.27,516.33
PROD0218,Product_0218,Fashion,Men,Brand_A,852.15,631.07
PROD0219,Product_0219,Books,Education,Brand_D,1088.5,875.88
PROD0220,Product_0220,Grocery,Beverages,Brand_C,1249.15,887.21
PROD0221,Product_0221,Grocery,Staples,Brand_D,861.75,558.34
PROD0222,Product_0222,Books,Education,Brand_E,803.44,516.03
PROD0223,Product_0223,Beauty,Skincare,Brand_D,1507.47,1096.16
PROD0224,Product_0224,Sports,Equipment,Brand_B,4037.97,2829.21
PROD0225,Product_0225,Books,Education,Brand_F,670.12,425.21
PROD0226,Product_0226,Sports,Equipment,Brand_D,322.28,195.78
PROD0227,Product_0227,Home & Kitchen,Kitchenware,Brand_D,663.99,543.02
PROD0228,Product_0228,Books,Business,Brand_D,1012.55,754.73
PROD0229,Product_0229,Fashion,Women,Brand_D,251.37,142.32
PROD0230,Product_0230,Sports,Outdoor,Brand_D,1187.41,704.72
PROD0231,Product_0231,Electronics,Mobile,Brand_A,1734.21,1363.06
PROD0232,Product_0232,Electronics,Accessories,Brand_A,480.05,341.54
PROD0233,Product_0233,Grocery,Staples,Brand_F,865.79,518.99
PROD0234,Product_0234,Books,Business,Brand_E,1884.98,1162.18
PROD0235,Product_0235,Fashion,Kids,Brand_A,1069.09,664.17
PROD0236,Product_0236,Books,Fiction,Brand_C,1243.22,695.72
PROD0237,Product_0237,Books,Education,Brand_B,1008.9,669.48
PROD0238,Product_0238,Home & Kitchen,Appliances,Brand_D,1179.28,878.54
PROD0239,Product_0239,Books,Education,Brand_D,3878.85,2639.55
PROD0240,Product_0240,Toys,Outdoor,Brand_D,1736.87,1233.01
PROD0241,Product_0241,Books,Fiction,Brand_E,215.23,148.62
PROD0242,Product_0242,Grocery,Snacks,Brand_E,1251.99,649.59
PROD0243,Product_0243,Electronics,Mobile,Brand_C,4498.92,2520.2
PROD0244,Product_0244,Home & Kitchen,Appliances,Brand_D,1140.3,697.99
PROD0245,Product_0245,Grocery,Staples,Brand_E,258.37,202.71
PROD0246,Product_0246,Grocery,Beverages,Brand_D,484.36,296.23
PROD0247,Product_0247,Grocery,Snacks,Brand_A,1013.19,612.65
PROD0248,Product_0248,Fashion,Women,Brand_D,581.51,305.75
PROD0249,Product_0249,Grocery,Staples,Brand_C,4012.64,3254.51
PROD0250,Product_0250,Books,Fiction,Brand_C,468.3,350.82
PROD0251,Product_0251,Sports,Outdoor,Brand_E,1056.88,787.48
PROD0252,Product_0252,Home & Kitchen,Furniture,Brand_D,1091.64,679.86
PROD0253,Product_0253,Books,Fiction,Brand_C,3782.92,1986.33
PROD0254,Product_0254,Electronics,Laptop,Brand_A,1021.7,597.01
PROD0255,Product_0255,Toys,Outdoor,Brand_E,2724.93,2106.17
PROD0256,Product_0256,Home & Kitchen,Furniture,Brand_A,895.23,499.27
PROD0257,Product_0257,Sports,Fitness,Brand_C,994.46,781.8
PROD0258,Product_0258,Books,Education,Brand_F,814.14,546.65
PROD0259,Product_0259,Sports,Equipment,Brand_E,272.42,198.5
PROD0260,Product_0260,Toys,Outdoor,Brand_D,2453.91,1583.18
PROD0261,Product_0261,Grocery,Staples,Brand_F,1950.36,1557.05
PROD0262,Product_0262,Electronics,Mobile,Brand_B,1081.48,623.68
PROD0263,Product_0263,Home & Kitchen,Appliances,Brand_D,754.46,515.43
PROD0264,Product_0264,Home & Kitchen,Furniture,Brand_D,409.67,213.9
PROD0265,Product_0265,Toys,Outdoor,Brand_A,709.86,464.06
PROD0266,Product_0266,Beauty,Skincare,Brand_D,1066.97,865.6
PROD0267,Product_0267,Electronics,Mobile,Brand_B,1411.95,745.79
PROD0268,Product_0268,Grocery,Snacks,Brand_E,1593.82,1055.35
PROD0269,Product_0269,Home & Kitchen,Appliances,Brand_E,528.68,366.24
PROD0270,Product_0270,Fashion,Kids,Brand_F,546.81,436.44
PROD0271,Product_0271,Beauty,Skincare,Brand_B,1034.8,615.88
PROD0272,Product_0272,Toys,Games,Brand_A,834.67,551.67
PROD0273,Product_0273,Electronics,Accessories,Brand_F,1884.45,1537.53
PROD0274,Product_0274,Toys,Educational,Brand_B,356.93,266.3
PROD0275,Product_0275,Sports,Fitness,Brand_E,1740.08,1321.3
PROD0276,Product_0276,Electronics,Laptop,Brand_F,1150.97,862.96
PROD0277,Product_0277,Fashion,Kids,Brand_B,668.68,444.59
PROD0278,Product_0278,Fashion,Kids,Brand_A,1418.31,906.29
PROD0279,Product_0279,Sports,Fitness,Brand_F,1760.62,1023.87
PROD0280,Product_0280,Sports,Fitness,Brand_D,239.29,155.33
PROD0281,Product_0281,Sports,Outdoor,Brand_D,5213.75,2641.08
PROD0282,Product_0282,Toys,Outdoor,Brand_E,1059.41,562.63
PROD0283,Product_0283,Grocery,Beverages,Brand_A,1585.65,938.58
PROD0284,Product_0284,Beauty,Haircare,Brand_D,1551.66,941.49
PROD0285,Product_0285,Grocery,Beverages,Brand_D,1253.77,910.75
PROD0286,Product_0286,Toys,Games,Brand_D,722.33,400.83
PROD0287,Product_0287,Fashion,Kids,Brand_C,1180.58,890.92
PROD0288,Product_0288,Sports,Outdoor,Brand_D,1099.87,831.78
PROD0289,Product_0289,Fashion,Women,Brand_C,1376.41,946.77
PROD0290,Product_0290,Beauty,Skincare,Brand_B,3732.41,2453.23
PROD0291,Product_0291,Books,Business,Brand_E,859.37,558.22
PROD0292,Product_0292,Grocery,Staples,Brand_E,526.18,333.9
PROD0293,Product_0293,Beauty,Haircare,Brand_F,1136.47,600.45
PROD0294,Product_0294,Grocery,Snacks,Brand_F,608.79,432.08
PROD0295,Product_0295,Toys,Games,Brand_C,450.65,308.58
PROD0296,Product_0296,Books,Business,Brand_A,605.83,305.97
PROD0297,Product_0297,Fashion,Men,Brand_F,359.44,203.03
PROD0298,Product_0298,Sports,Outdoor,Brand_F,392.05,250.76
PROD0299,Product_0299,Toys,Outdoor,Brand_C,3528.34,2781.81
PROD0300,Product_0300,Toys,Games,Brand_D,2550.36,2083.36
